lyrics_filename,mood,lyrics,mood_cats
Breakbeat_Era___Our_Disease,anger,"""Our Disease LyricsNow that you suffer from our disease\nWill you understand me\nAffravate the tension\nGet the beat to feel the heat\n\nNight after night I don't stop till dawn\nNight after night I can do no wrong\nNight after night I fill it to the top\nNight after night and never spill a drop\nDay after day I take it to extremes\nDay adter day mutilate my dreams\nTime after time I play it one two three\nTime after time mirror turned on me\nYou pay the price, I'll never knowYou might also likeEmbed"", 'default'",3
Dillinger_Four___Mosh_For_Jesus,anger,"""Mosh For Jesus LyricsA vague expression and a silent motive\nTo take this shithole by the fucking throat\nAnd then it's on our hands\nAnd that's how a new world began\n\nA passing phase of quiet indignation\nA molotov to start the conflagration\n'Til we've lost our voice\nWe'll make a joyful noise\n\nAnd when a penny for your treason\nIs worth a thousand more of hollow freedom\nThe world is feeling twice as cold today\nAnd there's no more disguising this decay\nAll this shit, I gotta believe\nIt was an accident, a random chance\nIgnorance, intolerance abounding\nHow could this be a part of any greater plan?\n\nA new discussion of an age-old question\nAn age-old method towards a new direction\nWhen the going's tough\nWe'll bite the hand that feeds\n\nBreak the fist that abuses\nBe the voice of truth in a world so truthless\nAnd juvenile\nA stab in the back with a smile\n\nPenny for your treason\nIs worth a thousand more of hollow freedom\nThe world is feeling twice as cold today\nAnd there's no more disguising this decay\n\nAll this shit, I gotta believe\nIt was an accident, a random chance\nIgnorance, intolerance abounding\nHow could this be a part of any greater plan?\n\nNa na na na na\nAnd I'm going hey hey hey hey\nThe world is feeling twice as cold today\nAnd there's no more disguising this decay\nYou might also likeAll this shit, I gotta believe\nIt was an accident, a random chance\nIgnorance, intolerance abounding\nHow could this be a part of any greater plan?\n\nAll this shit, I gotta believe\nIt was an accident, a random chance\nIgnorance, intolerance abounding\nHow could this be a part of any greater plan?Embed"", 'default'",3
Alexisonfire___Boiled_Frogs,anger,"""Boiled Frogs Lyrics[Verse 1: George Pettit]\nA man sits at his desk one year from retirement\nAnd he's up for review, not quite sure what to do\nEach passing year the workload grows\n\n[Pre-Chorus: Dallas Green & George Pettit]\nI'm always wishing, I'm always wishing too late\nFor things to go my way, it always ends up the same\nCount your blessings\nI must be missing, I must be missing the point\nYour signal fades away and all I'm left with is noise\nCount your blessings on one hand\n[Chorus: Dallas Green]\nSo wait up, I'm not sleeping alone again tonight\nThere's so much to dream about, there must be more to my life\n\n[Verse 2: George Pettit]\nPoor little tin man still swinging his axe\nEven though his joints are clogged with rust\n\n[Pre-Chorus: Wade MacNeil & George Pettit]\nMy youth is slipping, my youth is slipping away\nSafe in monotony so safe! day after day\nCount your blessings\nMy youth is slipping, my youth is slipping away\nCold wind blows off the lake and I know for sure that it's too late\nCount your blessings on one hand\n\n[Chorus: Dallas Green]\nSo wait up, I'm not sleeping alone again tonight\nThere's so much to dream about, there must be more to my life\n\n[Bridge: George Pettit]\nCan't help but feel betrayed\nPunch the clock every single day\nThere's no loyalty, and no remorse\nYouth stole for a pension cheque\nAnd it makes him fucking sick\nHe's heating up, he can't say no\nSee Alexisonfire LiveGet tickets as low as $114You might also like[Chorus: Dallas Green]\nSo wait up, I'm not sleeping alone again tonight\nThere's so much to dream about, there must be more to my life\nSo wait up...\nSo wait up, I'm not sleeping alone again tonight\nBetween the light and shallow waves is where I'm going to die\n\n[Outro: Dallas Green]\nWait up for me\nWait up for me\nWait up for me1Embed"", 'default'",3
Hothouse_Flowers___I_Can_See_Clearly_Now,anger,"""I Can See Clearly Now LyricsI can see clearly now the rain has gone\nI can see all obstacles in my way\nGone are the dark clouds that had me blind\nIt's going to be a bright, bright sunshiny day\nIt's going to be a bright, bright sunshiny day\n\nI think I can make it now the pain has gone\nAnd all of the bad feelings have disappeared\nHere is the rainbow I've been praying for\nIt's gonna be a bright, bright sunshiny day\nLook all around, there's nothing but blue skies\nLook straight ahead, nothing but blue skies\n\nI think I can make it now the pain has gone\nAnd all of the bad feelings have disappeared\nI can see clearly now the rain has gone\nIt's gonna be a bright, bright sunshiny day\nIt's gonna be a bright, bright sunshiny day\nIt's gonna be a bright, bright sunshiny dayYou might also likeEmbed"", 'default'",3
Every_Time_I_Die___Champing_At_The_Bit,anger,"""Champing at the Bit LyricsWe drew a crowd\nThe crowd drew the blood\nFawning swindlers\nThere's a shark in the stream where the newborns are baptized\nThere's a shark in the stream where the newborns are baptized\n\nWho let the flatterer\nInto the gallery\nOn our sweet sixteen?\nTake him away\nGet him against the wall for the witness\nThis is doom in a borrowed suit\nIt's a pickup line at a funeral\nCannibals alongside the catwalk\nBut it's okay, we've got old blood\nAnd our veins are rooted to the hornets nest again\nNew love is tasteless\nWe're wearing down\nWe're wearing down\nThis is the year of the party crasher\n\nWhat is charm?\nWhere are the heroics?\nWhat is harm to the perfumed wrists of the stoics?\n\nDesigner impostors find us twitching in the claws of the snake\nA fin is circling around in the floor\nIt appears we've lost our way\nNow the tide is swelling and we've fallen asleep on the shore\nGet inside\nGet inside\n\nSomeone's yelling fire\nSomeone's yelling fire\nSomeone's yelling fire in the theater\n\nOh, dear God, everybody stay calm\nEverybody stay calm\nTell your husband that his scream invited it in\nThe horsemen are crashing through the gates\nCrashing through the gates\nYou might also likeWe had better learn to play dead\nOur hands are reeking of rapture\nIt's dripping from our chins\nThe tragedy of infant hearts\n\nBut it's okay, we've got old blood\nAnd our hair is woven to the same hotel again\nNew love is tasteless\nWe're wearing down\nWe're wearing down\nThis is the year of the party crasher\n\n[Daryl Palumbo]\n'Cause it's you and me for the first time in history\nWe're history\n'Cause it's you and me for the first time in history\nWe're history\n'Cause it's you and me for the first time in history\nWe're historyEmbed"", 'default'",3
Alice_In_Chains___We_Die_Young,anger,"""We Die Young Lyrics[Chorus]\nScary's on the wall\nScary's on his way\n\n[Verse 1]\nWatch where you spit\nI'd advise you wait until it's over\nThen you got hit\nAnd you should've known better\n\n[Chorus]\nAnd we die young\nFaster we run\n[Verse 2]\nDown, down, down you're rolling\nWatch the blood float in the muddy sewer\nTake another hit\nAnd bury your brother\n\n[Chorus]\nAnd we die young\nFaster we run\n\n[Guitar Solo]\n\n[Chorus]\nScary's on the wall\nScary's on his way\n\n[Verse 3]\nAnother alley trip\nBullets seek the place to bend you over\nThen you got hit\nAnd you should've known better\nFaster we run\nAnd we die youngYou might also like4Embed"", 'default'",3
Blue_October___Angel,anger,"""Angel Lyrics[Intro:]\nI'm wishing the bath water clean\nShe hides in the back and is unseen\nI take off the mask that surrounds me\nLook me in the face, what do you see?\nI feel like a boy the age of 13\nMy body grows up, but my mind stays the same\nLook me in the face, what do you see?\n\n[Verse 1:]\nHow do you tell an angel\nThat you don't believe in God?\nWhy do I feel like such a stranger?\nI look around, I look around\nAnd all my friends are gone\n[Chorus:]\nBut oh, would you be me?\nBecause I would be you\nOh, you'd be happy\nOnly if you wanted to\nAnd how would you treat me?\nBecause I would treat you\nOh, you'd be happy\nOnly if you wanted to\n\n[Verse 2:]\nHow do you tell your father\nThat you want him to notice you?\nWhy does this seem like such a bother?\nWhen mom says you'd be better off dead\nBut I want to see you, I still wanna see you\n\n[Chorus:]\nOh. would you call me?\nOh, it's not hard to\nI'm the first one\nOh, you gave birth to\nAnd oh, would you write me\nOn my birthday?\nGraduation was yesterday\nYesterday, oh\nSee Blue October LiveGet tickets as low as $40You might also like[Verse 3:]\nHow do you hold the special victim\nWhen they push you away?\nWhen they've been raped on the inside\nTorn on the outside?\nThe dirt and ugly from the stain that they try to hide\nTouched in private places, embarrassed faces\nToo scared to ask for help\n\n[Chorus:]\nOh, would you be me?\nBecause I would be you\nOh, you'd be happy\nOnly if you wanted to\nAnd how would you treat me?\nBecause I would treat you\nYou'd be happy\nOnly if you wanted to\n\n[Outro:]\nI'm wishing the bath water clean\nShe hides in the back and is unseen\nI take off the mask that surrounds me\nLook me in the face, what do you see?2Embed"", 'default'",3
Department_of_Eagles___The_Horse_You_Ride,anger,"""The Horse You Ride LyricsArtichokes, with oily hearts\nLying on my kitchen floor\nAnd I agree, with you i.e\nThis time 'round it's household chores\n\nBy and by, on your side\nPicking up the phone\n\nOkay, um..\nAlphabets that make no sense\nComing from each other's lips\nAnd now we try, to spike our lives\nWith purchases of chains and whips\nBy and by, on your side\nPicking up the phone\nBy and by, on your side\nPicking up the phone\n\nAll around here\nAll around here\nAll around here\nAll around here\n\nHi 39xYou might also likeEmbed"", 'default'",3
Foo_Fighters___Hell,anger,"""Hell Lyrics[Verse 1]\nThis state I'm in\nA place I've never been\nI'm dying to meet you here\n\nCome break this skin\nI'll let you sink right in\nAnd show you everything\nSee you in hell\nSee you in hell\n[Chorus]\nWe'll gather around the fire\nAnd I will lead the choir\nSing Farewell\nSee you in hell\n\n[Verse 2]\nCome break, my spell\nWe'll drown the wishing well\nWe'll find some time to time to kill\n\nI'll be, right there\nThe buzz inside your head\nThe whole electric chair\nSee you in hell\n\n[Chorus]\nWe'll gather around the fire\nAnd I will lead the choir\nSing Farewell\nSee you in hellYou might also likeEmbed"", 'default'",3
Candlebox___Cover_Me,anger,"""Cover Me Lyrics[Verse 1]\nAnd cover me, yeah, when I walk alone\nAnd cover me, yeah, when my stance it stumbles home\nAnd cover me, yeah, we'll trip on through the sands of time\nAnd cover me, 'cause I've been branded\n\n[Post-Chorus 1]\nI've lost my mind, yeah\nLost my mind, yeah\nBut you cover me, yeah\nWon't you give me shelter from the storm?\n[Verse 2]\nAnd over me, yeah, fade into the night\nAnd over me, yeah, melt into the light\nAnd over me, yeah, you will fear the things I need\nAnd over me, you will feel the hate I breed\n\n[Verse 3]\nYou're under me, and you will question my authority\nYou're under me, and you elude almost everything, no\nYou're under me, you will feel the pain I wanna bring you\nYou're under me, you never change... never changed\n\n[Post Chorus 2]\nA fuckin' thing\nNot a... a fuckin' thing\nBut you... you cover me\nAnd give me shelter from the storm\nCover me, cover me\nWon't you\nCover me, cover me\nDon't you\nCover me, cover me\nGive me shelter from the storm\n\n[Guitar Solo]\nOh, yeah\nYeah, yeah\nNo, no, no\nYou might also like[Bridge]\nPeople push and shove on time, I give it to you\nWhat I have is... what is mine, I feel it for you\nYou've got to cover me\nYou've got to cover me\nPeople take and people steal, I have it for you\nWhat I have is... what I fear, I fear it for you\nYou've got to cover me\n'Cause I've been branded\nA broken man\nBroken man, yeah\nBut you cover me\nYeah, won't you give me\nShelter from the storm\n\n[Outro]\nCover me, cover me\nWon't you\nCover me, cover me\nDon't you\nCover me, cover me\nGive me shelter from the stormEmbed"", 'default'",3
Burzum___War,anger,"'War Lyrics[Intro]\nThis is war! Huh, wow!\n\n[Verse 1]\nI lie wounded, on wintery ground\nWith hundreds of corpses, all around\nMany wounded, crawl helpless around\nOn the blood, red snowy ground\n\n[Chorus]\nWar!\nWar!\nWar!\nWar!\n[Verse 2]\nCries of death ha ha, suffering sound\nCries for help, to all their dead moms\n\n[Chorus]\nWar!\nWar!\nWar!\nWar!\n\n[Verse 3]\nMany hours, of music\nMany drops, of blood\nMany shiverings, and I am... DEAD!\nAnd still, we must never give up\n\n[Chorus]\nWar!\nWar!\nWar!\nWar!You might also like2Embed', 'default'",3
Amon_Amarth___With_Oden_On_Our_Side,anger,"""With Oden on Our Side LyricsFinally the storm arrives\nOur wait is at an end\nUnder dark winter skies\nWe make our final stand\n\nFor each of us there are four of them\nIt matters not to us\nWe won't leave this field in shame\nWe are here to crush\n\nFutile to resist\nYou know why we have come\nFutile to resist\nThe battle is already won\nOur hearts are full of pounding rage\nOur minds hard as steel\nAnd before the dying day\nWe will have you kneel\n\nThe snow turns red from all the blood\nSevered limbs and heads\nA sacrifice to one eyed god\nHe will claim the dead\n\nUnder winter skies\nWe stand glorious\nAnd with Oden on our side\nWe are victorious\n\nNo retreat, no remorse\nVictory will be ours\nBlood on steel, sacrifice\nVictory will be ours\n\nUnder winter skies\nWe stand glorious\nAnd with Oden on our side\nWe are victorious\n\nFutile to resist\nYou know why we have come\nFutile to resist\nThe battle is already won\nYou might also likeFutile to resist\nYou know why we have come\nFutile to resist\nThe battle is wonEmbed"", 'default'",3
Damone___Out_Here_All_Night,anger,"'Out Here All Night Lyrics[Verse 1]\nSummer\'s coming too fast\nWinter\'s been here too long\nIf we keep wasting our days\nPretty soon they\'ll be gone\n\n[Pre-Chorus]\nOh yeah, yeah, yeah\n\n[Chorus]\nI\'ve been out here all night\nI\'ve been out here all day\nWith my eyes open wide\nHoping that you will say\nEverything is all right\nWe can be happy too\nIf you look out for me\nThe way I looked out for you\n[Verse 2]\nPeople take what they need\nThen they tell you ""get lost""\nKindly leading you on\nWhile they\'re ripping you off\n\n[Pre-Chorus]\nOh yeah, yeah, yeah\n\n[Chorus]\nI\'ve been out here all night\nI\'ve been out here all day\nWith my eyes open wide\nHoping that you will say\nEverything is all right\nWe can be happy too\nIf you look out for me\nThe way I looked out for you\n\n[Verse 3]\nIf I sounded insecure\nIt\'s because I wasn\'t sure\nYou were really there\n\n[Chorus]\nI\'ve been out here all night\nI\'ve been out here all day\nWith my eyes open wide\nHoping that you will say\nEverything is all right\nWe can be happy too\nIf you look out for me\nThe way I looked out for you\nYou might also like[Post-Chorus]\nYou can stand there all night\nYou can stand there all day\nYou can do what you like\nIt doesn\'t matter to me\n\n[Outro]\nOh yeah, yeah, yeahEmbed', 'default'",3
Diamanda_Galas___Deliver_Me_From_Mine_Enemies,anger,"""Deliver Me From Mine Enemies LyricsWhen any man hath an issue out of his flesh\nBecause of that issue he is unclean\nEvery bed whereon he lieth is unclean\nAnd everything whereon he sitteth, unclean\nAnd whosoever toucheth his bed shall be unclean\nAnd he that sitteth whereon he sat shall be unclean\nAnd he that toucheth the flesh of the unclean becomes unclean\nAnd he that be spat on by him unclean becomes unclean\nAnd whosoever toucheth anything under him shall be unclean\nAnd he that beareth any of those things shall be unclean\nAnd what saddle soever he rideth upon is unclean\nAnd the vessel of earth that he touches, unclean\nAnd if any man's seed of copulation go out from him, he is unclean\nEvery garment, every skin whereon is the seed, unclean\nAnd the woman with whom this man shall lie with will be unclean\nAnd whosoever toucheth her will be unclean\nThis is the law of the plague\nTo teach when it is clean and when it is unclean\nAnd the priest shall look upon the plague\nFor a rising and for a scab and for a bright spot\nAnd the priest shall shut up he who hath the plague\nHe shall carry them forth to a place unclean\nHe shall separate them in their uncleaness\nThis is the law of the plague:\nTo teach when it is clean and when it is unclean\nExcerpt from Psalm 59 King James Version\nDeliver me from mine enemies, O my God: defend me from them that rise up against me\nDeliver me from the workers of iniquity, and save me from bloody men\nFor, lo, they lie in wait for my soul: the mighty are gathered against me; not for my transgression, nor for my sin, O Lord\nThey run and prepare themselves, awake to help me, and behold\nBut I will sing of thy power\n\nInterlude\n\nExcerpt from Psalm 22 King James Version\nMy God, why hast thou forsaken me? why art thou so far from helping me, and from the words of my roaring?\nO my God, I cry in the day time, but thou hearest not; and in the night season, and am not silent\nBe not far from me; for trouble is near; for there is none to help\nMany bulls have compassed me: strong bulls of Bashan have beset me round\nThey gaped upon me with their mouths, as a ravening and a roaring lion\nI am poured out like water, and all my bones are out of joint: my heart is like wax; it is melted in the midst of my bowels\nMy strength is dried up like a potsherd; and my tongue cleaveth to my jaws; and thou hast brought me into the dust of death\nFor dogs have compassed me: the assembly of the wicked have inclosed me: they pierced my hands and my feet\nI may tell all my bones: they look and stare upon me\nThey part my garments among them, and cast lots upon my vesture\nBut be not thou far from me, O Lord: O my strength, haste thee to help meYou might also likeEmbed"", 'default'",3
Dead_Kennedys___Halloween,anger,"""Halloween Lyrics[Verse 1]\nSo it's Halloween\nAnd you feel like dancing\nAnd you feel like shining\nAnd you feel like letting loose\n\n[Verse 2]\nBut what are you gonna be?\nBabe, you better know\nAnd you better plan\nBetter plan all day\n[Chorus 1]\nBetter plan all week, better plan all month\nBetter plan all year\n\n[Verse 3]\nYou're dressed up like a clown\nPutting on your act\nIt's the only time all year\nYou'll ever admit that\n\n[Chorus 2]\nI can see your eyes, I can see your brain\nBaby, nothing's changed\nI can see your eyes, I can see your brain\nBaby, nothing's changed\n\n[Bridge]\nBecause you're hiding in a mask\nYou take your fun seriously\nNo, don't blow this year's chance\nTomorrow your mold goes back on\nAfter Halloween\nAfter Halloween\n\n[Verse 4]\nYou go to work today\nYou'll go to work tomorrow\nShitfaced tonight\nYou'll brag about it for months\nYou might also like[Chorus 3]\nRemember what I did, remember what I was\nBack on Halloween\n\n[Verse 5]\nBut what's in-between?\nWhere are your ideas?\nYou sit around and dream\nFor next Halloween\n\n[Chorus 4]\nWhy not everyday, are you so afraid?\nWhat will people say?\nWhy not everyday, are you so afraid?\nWhat will people say after Halloween?\n\n[Outro]\nBecause your role is planned for you\nThere's nothing you can do\nBut stop and think it through\nBut what will the boss say to you?\nAnd what will your girlfriend say to you?\nAnd the people out on the street, they might glare at you\nAnd what do you know, you're pretty self-conscious too\nSo you run back and stuff yourselves in rigid business costumes\nOnly at night to score is your leather uniform exhumed\nWhy don't you take your social regulations, shove 'em up your ass?\nWhy don't you take your social regulations, shove 'em up your ass?\nWhy don't you take your social regulations and shove 'em up your ass?1Embed"", 'default'",3
Hird___Keep_You_Kimi,anger,"""Keep You Kimi LyricsFull moon make this night\nLove will heal the wound\nThe glowing light\nWill set things right, it's alright\n\nFull moon wait in vain\nLove for sure, come with rain\nRain for sure will make it right, it's alright\n\nFull moon make this night\nLove will heal the wound\nGlowing light\nWill make things right, it's alright\nFull moon wait in vain\nLove for sure, come with rain\nRain for sure will make it right, it's alright\n\nIt's alright, it's alright, it's alright, it's alright\nIt's alright, it's alright, it's alright, it's alright\nIt's alright, it's alright, it's alright, it's alright\nIt's alright, it's alright, it's alright, it's alright\n\nDark sky, rinse me with rain and I'll cry\nLove tears, blurring my sight, it's alright\nFilled up and want to be empty, rinse me, it's alright\n\nIt's alright, it's alright, it's alright\nIt's alright, it's alright, it's alright\n\nDark sky, rinse me with rain and I'll cry\nLove tears, blurring my sight, it's alright\nFilled up and want to be empty, rinse meYou might also like1Embed"", 'default'",3
Hem___Sailor,anger,"""Sailor LyricsI'm not a sailor\nI'm not so strong out of my shoes\nDragging like anchors\n\nOver the ocean\nPearls in the sky are strung round the moon\nPointing to you\n\nAnd I'll sail til morning\nOr I'll sail til I\nAm carried to you tonight\nI'm not a sailor\nBut I'll spend the night out on the sea\nOut on the sea\n\nAnd I'll sail til morning\nOr I'll sail til I\nAm carried to you tonightYou might also likeEmbed"", 'default'",3
Angelic_Upstarts___Im_an_Upstart,anger,"""I’m an Upstart LyricsWe don't need to be clever to learn your lies\nWe only have to listen, open up our eyes\nTry to be honest, get kicked in the face\nBut if you cheat you're just a rat in the race\nI'm an upstart\nHey whatcha gonna do\nI'm an upstart\nListen I'm talking to you\nSeek out an identity\nYou alienate society\nFace the facts, why not admit it\nHow can you be outrageous when your mother won't allow it?You might also likeEmbed"", 'default'",3
Arch_Enemy___Silverwing,anger,"""Silverwing Lyrics[Verse 1]\nFly with me on a starlit sky\nI'll set you free... Yes, it can be\nA dream unchased is a life at waste\nNever let them conquer your pride\n\nOur love is warm here\nLike the image of a distant sun\nThis star will always shine\nAnd never, ever fade away\n[Chorus]\nFly on\nSilverwing\nFly with me\nStay free\nSilverwing\n\n[Verse 2]\nSeeking truths in spirit skies\nWhich one of you will guide me tonight?\nThe milky way tastes sour\nHas heaven lost its power?\n\nSo let us set sail on this sea of dreams\nThe moon gets lost in the morning sun\nJust let the spinning wheel spin\nAnd let your life begin\n\n[Chorus]\nFly on\nSilverwing\nFly with me\nStay free\nSilverwingYou might also likeEmbed"", 'default'",3
David_Banner___Mississippi_River,anger,"""9MM Speaker Lyrics[Intro: Akon, Lil Wayne & Snoop Dogg]\nKonvict, Konvict\nSnoop Dogg, Dogg Alright\nKonvict Music\nAkon and David Banner\nIf niggas wanna ride tonight Get it\nBest believe we 'bout to ride tonight, yeah Ha-haa\nRide\nYoung Money, Cash Money\nC'mon Akon, let's go\n[Chorus: Akon & Lil Wayne]\nI got a 9 millimeter Ya dig?\nReady to go off any minute so you feel it Bop-bop\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it, aye Bop-bop\nI got a 9 millimeter Ya dig?\nReady to go off any minute so you feel it Bop-bop\nBecause of the law, I had to conceal it I go by Wheezy, baby\nIf you fuck around you gon' make me reveal it, ayy Tell y’all something bout me mane, ahem\n\n[Verse 1: Lil Wayne]\nTool on deck, why would I lie?\nNigga, you a pussy, hope you got nine lives\nI can hit a nigga with the 9 nine times\nCountry-ass boy, country like LeAnn Rimes\nMississippi D-Banner and Lil Weezyana\nEverybody got tools, so you will need a hammer\nI'm a pill-poppin' animal, syrup-sippin' nigga\nI'm so high you couldn't reach me with a fuckin' antenna\nYou fuckin' with this man, you can be this man's dinner\nThe 9 give me brains, but the AK add liver\nThe rapper is insane, flowin' like a mad river\nMake yo' ass quiver like you naked at winter\nHollygrove honcho, hard time giver\nI'm a shark in the water, you just Long John Silver\nI got a girl, you wanna meet her?\nHer name is 9 millimeter\nYou might also like[Chorus: Akon & David Banner]\nI got a 9 millimeter\nReady to go off any minute so you feel it\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it\nI got a 9 millimeter Yeah\nReady to go off any minute so you feel it Yeah\nBecause of the law, I had to conceal it Yeah\nIf you fuck around you gon' make me reveal it, ayy\n[Verse 2: David Banner]\nIf I got nine slugs, nine bullets gon' fly\nIf I got a red beam, nine people gon' die\nNine mamas gon' cry, nine spirits in the sky\nNine preachers preachin' nine sermons, tellin' nine lies\n'Cause each and every one of y'all nine niggas wasn't shit\nI would've rather kept the nine Ruger's in the Ruger clip\nThe index finger slipped, the nine let nine spit\nI lick 'em all like eighteen tits on nine chicks\nI'm a suicide risk, nine slits on each wrist\nIf I die nine times the next go-around's a bitch\nAnd if I come back I'll throw 99 shows\nAnd shove nine inches of dick in 99 hoes y'all Yeah\n\n[Chorus: Akon]\nI got a 9 millimeter\nReady to go off any minute so you feel it\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it\nI got a 9 millimeter\nReady to go off any minute so you feel it\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it, ayy\n[Verse 3: Snoop Dogg]\nI'm a West Coast original, black John Wayne\nNigga, where we from we like to pop that thang\nYou better stop that, mang\nFat mouth to Dogg and I'ma pop-pop-bang\nPigs wanna bust me, hoes wanna suck me\nNiggas wanna touch me, none of that, trust me\nI'm too slick, too sly, never snitch, I let it ride\nI set aside all my feelings when I'm killin' like a villain\nMove quick like a cheetah, I'm a killa, I ain't here to lock up\nI flash the heater, then lock yo' whole block up\nDip-dop-deeter Banner, turn the beat up\nIlla-fo-reala my nilla deal another card\nYou niggas always actin' hard\nI keep a 9 millimeter in my waist and got two more in the car\nYeah, you're all about to get it\nSo quit it, tryin' to conceal it\nYou'll fuck around and make me reveal it, so kill it skillet\n\n[Chorus: Akon]\nI got a 9 millimeter\nReady to go off any minute so you feel it\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it\nI got a 9 millimeter\nReady to go off any minute so you feel it\nBecause of the law, I had to conceal it\nIf you fuck around you gon' make me reveal it, ayy3Embed"", 'default'",3
